system:index,landcover,19-1_red,19-2_red,20-1_red,20-2_red,21-1_red,21-2_red,22-1_red,22-2_red,23-1_red,23-2_red
000000000000000008c8_0,0,0.1608,0.1848,0.19215,0.1776,0.1867,0.1586,0.155,0.1218,0.1181,0.103
00000000000000000841_0,0,0.1283,0.09525,0.1317,0.0646,0.0961,0.048,0.07045,0.0552,0.05825,0.0515
00000000000000000706_0,0,0.1101,0.08155,0.15725,0.06925,0.1058,0.0851,0.17565,0.0904,0.12035,0.0697
0000000000000000073c_0,0,0.15065,0.1037,0.1539,0.0888,0.14985,0.1103,0.3122,0.2486,0.2985,0.2044
000000000000000008bc_0,0,0.3858,0.3194,0.3579,0.3561,0.297,0.3648,0.3279,0.3248499999999999,0.3175,0.3001
00000000000000000345_0,0,0.1006,0.06685,0.1515,0.0589,0.0813,0.0539,0.20195,0.06365,0.1536,0.06285
00000000000000000754_0,0,0.2258,0.2553,0.2781,0.2214,0.2262,0.2469,0.2541,0.1875,0.1859,0.12625
0000000000000000074e_0,0,0.1173,0.2612,0.2606,0.1943,0.1857,0.1937,0.2257,0.1137,0.1805,0.0724
00000000000000000018_0,0,0.04835,0.04255,0.124,0.0304,0.1158,0.0433,0.2727,0.03765,0.0474,0.0388
0000000000000000037c_0,0,0.2688,0.2941,0.2866,0.2661,0.1982,0.3173,0.3001,0.2962,0.2863,0.2812
00000000000000000759_0,0,0.1929,0.2249,0.2219,0.16385,0.13005,0.1327,0.1334,0.1949,0.1884,0.1496
0000000000000000086e_0,0,0.1654,0.13515,0.13995,0.1606,0.1521,0.1528,0.13775,0.1233,0.0969,0.0732
00000000000000000377_0,0,0.23095,0.2438,0.2392,0.2107,0.21245,0.20515,0.207,0.1853,0.1909,0.18445
00000000000000000761_0,0,0.1523,0.1981,0.19935,0.2587,0.2144,0.2408,0.2079,0.23765,0.2299,0.1983
00000000000000000370_0,0,0.1608,0.23755,0.22315,0.1701,0.2012499999999999,0.19845,0.2485,0.2434,0.2111,0.1528
0000000000000000036c_0,0,0.2196,0.1953,0.1976,0.15065,0.1759,0.12275,0.1013,0.0889,0.0805,0.07255
0000000000000000088e_0,0,0.18295,0.1921,0.19545,0.1889,0.1839,0.1715,0.164,0.16765,0.1496,0.1396
0000000000000000036d_0,0,0.261,0.2825,0.2178,0.1247,0.2549,0.2153,0.3051,0.3038,0.3032,0.27975
00000000000000000749_0,0,0.09,0.09535,0.2285,0.1544,0.16885,0.13985,0.1811,0.1115,0.1173,0.0941
000000000000000008a1_0,0,0.05695,0.2457,0.2787,0.2073,0.2092,0.1538,0.1511,0.1568,0.1415,0.1278
00000000000000000369_0,0,0.0754,0.2336,0.17885,0.1755,0.1737,0.28345,0.2692,0.212,0.19545,0.1502
0000000000000000075a_0,0,0.2601,0.1951,0.228,0.1812,0.19595,0.1882,0.218,0.18025,0.2022,0.1433
0000000000000000037a_0,0,0.2426,0.21715,0.2006,0.2108,0.21515,0.1679,0.1662,0.1712,0.1626,0.16225
00000000000000000a42_0,0,0.21005,0.2583,0.2117,0.2705,0.2604,0.2522,0.2603,0.2533,0.2256,0.2427
00000000000000000372_0,0,0.18035,0.178,0.20005,0.17595,0.1743,0.2314,0.23045,0.2037,0.18625,0.1427
00000000000000000509_0,0,0.15285,0.06115,0.1629,0.0594,0.139,0.069,0.1556,0.13,0.1905,0.0746
0000000000000000069a_0,0,0.029,0.0388,0.15945,0.0513,0.1242,0.0473,0.28655,0.03385,0.1225,0.0534
00000000000000000760_0,0,0.2636,0.24315,0.2601,0.2285,0.2231,0.26055,0.2572,0.27055,0.2449,0.1782
00000000000000000745_0,0,0.1777,0.1521,0.1914,0.1368,0.1359,0.1388,0.1353,0.1362,0.1278,0.1239
00000000000000000379_0,0,0.1428,0.1391,0.2036,0.2144,0.1095,0.0967,0.1022,0.081,0.10335,0.0848
00000000000000000897_0,0,0.17965,0.1564,0.2189,0.1845,0.1815999999999999,0.11635,0.11445,0.08655,0.1053,0.0957
0000000000000000075b_0,0,0.2803,0.3122,0.2869,0.2146,0.1132,0.2892,0.2378,0.1319,0.1592,0.1545
00000000000000000710_0,0,0.0732,0.0625,0.17205,0.104,0.1207,0.08375,0.08035,0.0618,0.0782,0.099
00000000000000000735_0,0,0.16555,0.1185,0.1788,0.1254,0.13805,0.12095,0.1327,0.1119,0.11995,0.076
00000000000000000762_0,0,0.23495,0.2249,0.2201,0.227,0.25955,0.2569,0.2401,0.2395,0.1604,0.1226
00000000000000000a4c_0,0,0.1975,0.2263,0.2196,0.24195,0.20645,0.1529999999999999,0.2532999999999999,0.2377,0.2504,0.1862
00000000000000000378_0,0,0.2425,0.2103,0.2187,0.1933,0.1599,0.18925,0.1477,0.17175,0.1535,0.1395
0000000000000000075f_0,0,0.2865,0.3295,0.2494,0.25305,0.2511,0.2472,0.3268,0.411,0.41565,0.1666
00000000000000000731_0,0,0.2252,0.29504,0.26372,0.123,0.27772,0.0971,0.2698,0.2837,0.2521,0.1709
0000000000000000037b_0,0,0.26345,0.2797,0.27075,0.2458,0.24335,0.2363,0.211,0.18935,0.2219,0.1208
00000000000000000910_0,0,0.17375,0.2148,0.2863200000000001,0.1664,0.23536,0.1509,0.16835,0.15155,0.1265,0.2396
000000000000000008d4_0,0,0.1567,0.1634,0.173,0.1727,0.18435,0.1861,0.1757,0.18775,0.1885,0.185
00000000000000000763_0,0,0.2826,0.28175,0.26805,0.26775,0.2615,0.2464,0.23,0.2237,0.2242,0.2283
00000000000000000939_0,0,0.273,0.3048,0.3388,0.3147,0.333,0.2963,0.2514,0.2746,0.28005,0.2861999999999999
000000000000000008d1_0,0,0.1973,0.2053,0.2046,0.16155,0.2801,0.1526,0.1573,0.1598,0.1642,0.1137
00000000000000000764_0,0,0.3965,0.34605,0.33885,0.32545,0.3101,0.23415,0.2736,0.2255,0.1995,0.18025
00000000000000000765_0,0,0.2673,0.2884,0.2567,0.29365,0.2863,0.2526,0.2681,0.269,0.1958,0.1921
00000000000000000775_0,1,0.0253,0.0408,0.0253,0.0353,0.03685,0.037,0.0334,0.02895,0.0433,0.0366
000000000000000009e9_0,1,0.0315,0.03535,0.0201,0.0306,0.0341,0.0263,0.0262,0.0277,0.0374,0.03
00000000000000000398_0,1,0.02885,0.0443,0.0292,0.0389,0.0399,0.0396,0.0394,0.0332,0.0488,0.0294
0000000000000000076b_0,1,0.0255,0.0382,0.023,0.029,0.0326,0.03285,0.027,0.0255,0.0396,0.0311
0000000000000000038a_0,1,0.0352,0.0315,0.0193,0.031,0.0321,0.0238,0.0256999999999999,0.02685,0.0275,0.0285
00000000000000000788_0,1,0.0313,0.03915,0.0267,0.0403,0.0369,0.0309,0.0291,0.0292,0.042,0.0261
00000000000000000776_0,1,0.0443,0.0268,0.0231,0.02875,0.0233,0.0256999999999999,0.0255,0.0329,0.0367,0.0246
0000000000000000077e_0,1,0.02995,0.032,0.0278,0.034,0.0316,0.0276,0.0368,0.0302,0.0468,0.0262
00000000000000000785_0,1,0.034,0.0325499999999999,0.0316,0.0335,0.0343,0.02985,0.03575,0.0326,0.0372,0.0267
000000000000000003c2_0,1,0.03885,0.03885,0.0332999999999999,0.0341,0.0397,0.035,0.0421,0.0256,0.0907,0.0337
0000000000000000078d_0,1,0.03845,0.03525,0.0278,0.03455,0.0319,0.02895,0.0276,0.0308,0.0385,0.025
00000000000000000392_0,1,0.0399,0.03695,0.0283,0.0369,0.03835,0.0325,0.0329,0.04065,0.0408,0.0311
000000000000000003cd_0,1,0.07525,0.0656,0.0308,0.04825,0.05565,0.05415,0.069,0.0497,0.1288,0.0597
000000000000000009bd_0,1,0.0388,0.0352,0.0368,0.0358,0.035,0.03335,0.0427,0.0367,0.0386,0.0286
00000000000000000794_0,1,0.0303,0.0464,0.0321,0.0436,0.04025,0.0394,0.0455,0.0363,0.0566,0.0306
00000000000000000787_0,1,0.04065,0.0448,0.0283,0.0389,0.0406,0.0338,0.036,0.02725,0.0478,0.032
000000000000000007a4_0,1,0.0451,0.0426,0.0392,0.0427,0.037,0.0343,0.0399,0.0444,0.0479,0.0322
00000000000000000799_0,1,0.03995,0.0289,0.0346,0.0367,0.0339,0.0295,0.0361,0.029,0.0387,0.0251
00000000000000000390_0,1,0.03345,0.03615,0.0342,0.0388,0.0388,0.03005,0.0346,0.0308,0.0477,0.03
0000000000000000039b_0,1,0.0306,0.0344,0.0264,0.0337,0.0334,0.03325,0.0325,0.0353,0.0414,0.0335
0000000000000000078c_0,1,0.04485,0.0473,0.0428,0.0423,0.048,0.0434,0.0526,0.0338,0.08545,0.038
0000000000000000079f_0,1,0.03425,0.0338,0.0291,0.0344,0.0325,0.03235,0.0317,0.0301,0.0426,0.0279
0000000000000000039f_0,1,0.0316,0.03435,0.0288,0.0371,0.0332,0.0348,0.03295,0.0343,0.0404,0.0323
00000000000000000792_0,1,0.03315,0.0376,0.0325,0.0347,0.0366,0.02935,0.036,0.0321,0.0487,0.0358
00000000000000000783_0,1,0.04185,0.03245,0.0332999999999999,0.0331,0.0322,0.0281,0.03815,0.02785,0.0386,0.0249
00000000000000000797_0,1,0.03705,0.04435,0.0322,0.0429,0.0368,0.0389,0.03375,0.0365,0.0513,0.0348
0000000000000000078e_0,1,0.0334,0.0356,0.0329,0.0393,0.0354,0.0321,0.0543,0.0349,0.0536,0.032
000000000000000007af_0,1,0.0584,0.0458,0.03615,0.0392,0.0361,0.028,0.0365,0.03265,0.0379,0.0303
000000000000000003d0_0,1,0.051,0.0627,0.0358,0.0515,0.0396,0.0449,0.0371,0.0367,0.0504,0.0441
000000000000000009f6_0,1,0.0437,0.0494,0.05025,0.0492,0.0358,0.03765,0.0313,0.03055,0.0567,0.0238
000000000000000009d8_0,1,0.0414,0.04255,0.0413,0.0348,0.041,0.0395,0.0471,0.0349,0.0698,0.0474
000000000000000009cd_0,1,0.0543,0.03195,0.02675,0.0344,0.0282,0.0281,0.03605,0.0301,0.0281,0.031
000000000000000009da_0,1,0.05165,0.04375,0.0366,0.0407,0.035,0.0339,0.03305,0.0367,0.0595,0.0265
000000000000000009f7_0,1,0.0548,0.0469,0.0348,0.0427,0.036,0.03,0.03155,0.03875,0.04,0.0305
000000000000000009eb_0,1,0.0601499999999999,0.0428,0.03235,0.0319,0.02905,0.0272,0.0354,0.0282,0.0282,0.0283
00000000000000000395_0,1,0.0346,0.03355,0.0324,0.0374,0.035,0.035,0.0407,0.03505,0.0413,0.0278
0000000000000000076a_0,1,0.0248,0.0227,0.0263,0.0202,0.02665,0.02305,0.0265,0.0199,0.0307,0.0182
00000000000000000772_0,1,0.0294,0.03565,0.0304,0.0307,0.0324,0.02515,0.027,0.02785,0.0417,0.0272
000000000000000003a5_0,1,0.0374,0.0405,0.0324,0.0382,0.03695,0.03935,0.037,0.0428,0.0473,0.0338
000000000000000003db_0,1,0.0467,0.0477,0.0452,0.0531,0.0527,0.0452,0.0469,0.0533,0.0544,0.0505
000000000000000003ad_0,1,0.03735,0.0459,0.0329,0.03715,0.0377,0.0255,0.0264,0.0282,0.05,0.0365
000000000000000003af_0,1,0.0336,0.04025,0.0366,0.0374,0.036,0.0321,0.0386,0.0354,0.0385,0.0255
00000000000000000768_0,1,0.0119,0.0214,0.0259,0.01885,0.01925,0.0145,0.0116,0.0173,0.014,0.0165
000000000000000009f4_0,1,0.0253,0.0331,0.0308,0.0276,0.0318,0.0263,0.0267,0.02615,0.0264,0.0244
000000000000000007a0_0,1,0.04435,0.032,0.0307,0.0403,0.0364,0.0295,0.02455,0.03605,0.0364,0.0243
000000000000000007a6_0,1,0.04785,0.0426,0.0357,0.0416,0.0382499999999999,0.0363,0.0344,0.03635,0.046,0.03265
0000000000000000077a_0,1,0.03145,0.0288,0.0285,0.02345,0.0218,0.0165,0.01075,0.018,0.0204,0.0113
000000000000000009f1_0,1,0.05135,0.06095,0.0472,0.059,0.065,0.0973,0.0314,0.0436,0.0584,0.0242
000000000000000007a7_0,1,0.0377,0.039,0.0337,0.0396,0.0375,0.036,0.0357,0.0364,0.0407,0.0307
000000000000000009b8_0,1,0.0554,0.0602,0.0408,0.0472,0.03725,0.0565,0.0593,0.0462,0.0663,0.0295
00000000000000000774_0,1,0.0142,0.0245,0.0278,0.0201,0.0201,0.0157,0.0139,0.01435,0.0142,0.01215
0000000000000000076e_0,1,0.02665,0.0256999999999999,0.0289,0.0286,0.0291,0.0207,0.0221,0.0215,0.0248,0.0169
00000000000000000779_0,1,0.01585,0.016,0.0266,0.0211,0.01745,0.0163,0.01355,0.0095,0.01085,0.0094
000000000000000009cb_0,1,0.0339,0.01885,0.0248,0.02035,0.0253,0.0178,0.0314,0.01165,0.03165,0.01585
00000000000000000384_0,1,0.0183,0.0243,0.027,0.014,0.02,0.01505,0.0339,0.0093,0.0139,0.01085
000000000000000009c9_0,1,0.0388,0.0497,0.0338,0.0494,0.0494,0.03165,0.041,0.0291,0.0424,0.03275
00000000000000000796_0,1,0.0461,0.0428,0.0391,0.0353,0.03905,0.0335,0.0365,0.0389,0.04515,0.0325
000000000000000009f8_0,1,0.0464,0.05975,0.0474,0.0575,0.0551,0.04885,0.0488,0.04045,0.0524,0.0385
000000000000000009bb_0,1,0.0332,0.0225,0.0286,0.0236,0.0267,0.0227,0.0258,0.02635,0.0294,0.0152
0000000000000000039d_0,1,0.0397,0.04245,0.038,0.0403,0.043,0.0351,0.0384,0.0315,0.0578,0.0321
000000000000000009f5_0,1,0.13,0.0357,0.0365,0.0345,0.04065,0.0292,0.0403,0.0292,0.039,0.0314
000000000000000003a0_0,1,0.0398,0.02965,0.0321,0.0306,0.0348,0.0321,0.0324,0.031,0.0319,0.0274
00000000000000000a56_0,1,0.0448,0.0326,0.032,0.03425,0.03055,0.02645,0.0346,0.0269,0.0274,0.0315
000000000000000009ca_0,1,0.02215,0.0206,0.0343,0.0211,0.0256,0.0174,0.0227,0.02385,0.0273,0.0153
00000000000000000388_0,1,0.0183499999999999,0.0258,0.0289,0.0158,0.02045,0.01135,0.0157,0.01785,0.0135,0.0102
0000000000000000079e_0,1,0.0189,0.02435,0.0308,0.0293,0.0215,0.01775,0.02555,0.01945,0.0164,0.0167
000000000000000003a9_0,1,0.0434,0.03435,0.0361,0.0329,0.0373,0.03835,0.0354,0.0349,0.0361,0.0304
000000000000000009db_0,1,0.01715,0.0264,0.0302,0.0216,0.01975,0.0155,0.01355,0.01825,0.0145,0.0118
000000000000000009d6_0,1,0.0241,0.03255,0.0319,0.0256999999999999,0.032,0.022,0.0268,0.021,0.02285,0.0198
0000000000000000037e_0,1,0.0319,0.0202,0.0277,0.0193,0.02145,0.0163,0.0143,0.014,0.0147,0.0106
0000000000000000077c_0,1,0.01695,0.0211,0.0298,0.02225,0.02045,0.0168,0.0163,0.0122,0.013,0.0098
00000000000000000386_0,1,0.0164,0.02395,0.0293,0.0199,0.0221,0.0186,0.0179,0.01735,0.0304,0.0144
0000000000000000077f_0,1,0.0494,0.042,0.0426,0.0402,0.0388,0.0354,0.0391,0.0433,0.04865,0.0349
00000000000000000770_0,1,0.0276,0.0244,0.03045,0.0209,0.02565,0.02455,0.0258,0.02195,0.028,0.0169
00000000000000000387_0,1,0.0192,0.0182,0.03,0.0197,0.01995,0.0156,0.0155,0.0138,0.01445,0.0102
0000000000000000038b_0,1,0.0266,0.0328,0.03225,0.0439,0.0402,0.045,0.0815,0.0881,0.07445,0.0925
000000000000000007cf_0,1,0.05005,0.05465,0.0447,0.05615,0.0474,0.0531,0.051,0.0481,0.0595,0.0511
000000000000000007d6_0,1,0.0555,0.0511,0.0392,0.0543,0.0475,0.0396,0.0480499999999999,0.0621,0.0689,0.0528
0000000000000000076c_0,1,0.0151,0.0218,0.0367,0.0164,0.023,0.0221,0.02325,0.0197,0.0199,0.01585
00000000000000000397_0,1,0.0449,0.03945,0.0397,0.0362,0.0343,0.0322,0.0446,0.05305,0.0671,0.0495
000000000000000009f9_0,1,0.05755,0.0498,0.0395,0.046,0.04,0.0407,0.0364,0.0473,0.0585,0.0436
000000000000000009fa_0,1,0.0665,0.05595,0.0407,0.05135,0.0458,0.0454,0.0543,0.0485,0.0449,0.0451
0000000000000000078f_0,1,0.02395,0.0299,0.0319,0.0294,0.0249,0.0237,0.01955,0.01675,0.0418,0.01585
000000000000000007c1_0,1,0.05275,0.0539,0.0419,0.0453,0.0443,0.05015,0.0523,0.0491,0.0529,0.028
000000000000000007cb_0,1,0.06325,0.0482,0.0378,0.04725,0.0376,0.0292,0.0366,0.0374,0.0462,0.0394
000000000000000003c1_0,1,0.0557,0.04,0.0386,0.0353,0.041,0.0412,0.0392,0.0349,0.0418,0.0328
00000000000000000769_0,1,0.02515,0.0228,0.0268,0.0201,0.0259,0.022,0.02235,0.0182,0.0253,0.0181
000000000000000007d8_0,1,0.0724,0.0839,0.0659,0.0979,0.0818,0.0543,0.0575,0.0422,0.0521,0.0928
000000000000000003a1_0,1,0.0373,0.0318,0.0306999999999999,0.0306999999999999,0.0357,0.03015,0.0275,0.03,0.0314,0.0297
000000000000000003c9_0,1,0.0621,0.03475,0.0385,0.0388,0.0386,0.03425,0.0372,0.0316,0.038,0.0348
000000000000000003e0_0,1,0.05795,0.06,0.0468,0.053,0.0477,0.0486,0.0472,0.0521,0.0608,0.0495
000000000000000009d1_0,1,0.049,0.0398,0.0535,0.04195,0.0519,0.0426,0.0473,0.0345,0.0401,0.0336
00000000000000000777_0,1,0.02485,0.0355,0.0311,0.0256,0.026,0.022,0.0326,0.0186,0.0353,0.0172
000000000000000007b7_0,1,0.04555,0.0457,0.0398,0.0452,0.0444,0.0407,0.0347,0.03705,0.0518,0.0402
000000000000000003a2_0,1,0.0417,0.0357,0.0349,0.0334,0.0351,0.029,0.0258,0.02575,0.0437,0.0269
00000000000000000790_0,1,0.0367,0.03395,0.0369,0.0351,0.0331,0.0335,0.0233,0.0368,0.0367,0.0237
00000000000000000786_0,1,0.0689,0.0476,0.04525,0.0352,0.031,0.0252,0.0181,0.02,0.0481,0.0191
00000000000000000789_0,1,0.0361,0.02665,0.03455,0.0295,0.03685,0.0288,0.02835,0.0214,0.0228,0.01995
0000000000000000039c_0,1,0.02375,0.03625,0.0337,0.0282,0.02785,0.0238,0.0157,0.0146,0.0367,0.0199
000000000000000009fb_0,1,0.01805,0.0197,0.031,0.0255,0.0197,0.0167,0.0162,0.0165,0.01805,0.01365
000000000000000003ed_0,1,0.06515,0.05445,0.0662,0.04495,0.0489,0.03345,0.0548,0.0345,0.075,0.0352
000000000000000003c4_0,1,0.07815,0.0599,0.0409,0.04005,0.0391,0.045,0.0581,0.05035,0.1195,0.0695
000000000000000009e4_0,1,0.04925,0.04175,0.0489,0.0409,0.0512,0.0785,0.089,0.07755,0.0932,0.1613
0000000000000000077b_0,1,0.0433,0.0348,0.0361,0.02805,0.041,0.03555,0.0336,0.0315,0.0352,0.03
000000000000000007a1_0,1,0.0308,0.03275,0.0362,0.0314,0.0417,0.0392,0.0424,0.0258,0.0468,0.0319
0000000000000000077d_0,1,0.0253,0.02825,0.03495,0.01975,0.02245,0.0193,0.0218,0.0213,0.0247,0.0152
000000000000000003b5_0,1,0.0421,0.03585,0.0379,0.04225,0.0383,0.03115,0.0262,0.0191,0.0448,0.02705
000000000000000003e3_0,1,0.05855,0.0479,0.0416,0.055,0.0451,0.0395,0.0419,0.0466,0.0517,0.0318
000000000000000007bc_0,1,0.0411,0.04875,0.04,0.0475,0.047,0.03375,0.0283,0.0335,0.0504,0.0376
0000000000000000038f_0,1,0.0285,0.0267,0.0358,0.03465,0.02985,0.0254,0.0218,0.0206,0.0176,0.0184
000000000000000003a4_0,1,0.025,0.0278,0.0364,0.0384,0.0269,0.0241,0.0221,0.02585,0.02715,0.0205
000000000000000007ab_0,1,0.0426,0.0394,0.0386,0.039,0.03815,0.03345,0.0319,0.02985,0.0346,0.0325
0000000000000000076d_0,1,0.017,0.0346,0.0349,0.0238,0.02075,0.0154,0.01965,0.01615,0.0145,0.0114
000000000000000003dc_0,1,0.06085,0.0494,0.0453,0.0427,0.0486,0.0376,0.045,0.0425,0.1003,0.0448
000000000000000009fc_0,1,0.02845,0.025,0.03395,0.0236,0.03275,0.0241,0.0204,0.01925,0.03125,0.01865
000000000000000003a6_0,1,0.0506,0.0405,0.0463,0.0405,0.0435,0.0396,0.0372,0.0438,0.0511,0.02875
000000000000000007ca_0,1,0.0482,0.0551,0.0431,0.0497,0.0516,0.0394,0.0455,0.0464,0.0569,0.0457
0000000000000000038c_0,1,0.0273,0.03025,0.0347,0.0222,0.02885,0.0226,0.0283,0.0237,0.0411,0.0163999999999999
000000000000000003e1_0,1,0.0548,0.0547,0.0457,0.0537,0.0462,0.05435,0.0496,0.0435,0.06,0.0399
000000000000000003a3_0,1,0.06335,0.04,0.0491,0.0416,0.04,0.03785,0.047,0.0337,0.0671,0.0621
00000000000000000791_0,1,0.038,0.0332,0.0378,0.03205,0.0403,0.03425,0.03325,0.02755,0.0344,0.0266
0000000000000000039e_0,1,0.04275,0.0296,0.0379,0.0306,0.0347,0.03135,0.0334,0.0328,0.038,0.0295
00000000000000000802_0,1,0.069,0.06405,0.04445,0.0723,0.0472,0.0656,0.0544,0.0685,0.0699,0.078
000000000000000003c6_0,1,0.0653,0.04825,0.0561,0.051,0.0461,0.0432,0.0465,0.0559,0.0646,0.0291
000000000000000007a3_0,1,0.0407,0.0332,0.0393,0.03905,0.0405,0.0366,0.034,0.0324,0.0364,0.0301
00000000000000000381_0,1,0.03295,0.0214,0.0349,0.0276,0.02,0.0175,0.016,0.0195,0.01745,0.0159
000000000000000007ba_0,1,0.0521,0.0583,0.0433,0.0493,0.042,0.04325,0.0454,0.04745,0.0541,0.0346
000000000000000009c7_0,1,0.04535,0.0473,0.0398,0.03565,0.0416,0.0336,0.0284,0.02265,0.0486,0.02615
0000000000000000079a_0,1,0.0425,0.0359,0.0396,0.0311,0.03655,0.0273,0.0275,0.0484,0.0599,0.0671
000000000000000007a5_0,1,0.0448,0.0513,0.0441,0.0365,0.04,0.0352,0.0323,0.03605,0.0505,0.0275
00000000000000000839_0,1,0.1063,0.0435,0.04375,0.0398,0.0455,0.03565,0.0373,0.04465,0.0625,0.0539
00000000000000000399_0,1,0.0468,0.0421,0.04135,0.0418,0.0304,0.0356,0.0356,0.0328,0.0401,0.0243
000000000000000009fd_0,1,0.0296,0.0338,0.041,0.0432,0.05105,0.0396,0.0463,0.04505,0.0548,0.0434
0000000000000000079c_0,1,0.05815,0.04285,0.0415,0.03575,0.04185,0.0377,0.0364,0.03945,0.0411,0.0283
000000000000000007dd_0,1,0.0348,0.03635,0.0414,0.0499,0.0449,0.03125,0.0328,0.02565,0.0443,0.0381
00000000000000000773_0,1,0.01735,0.0273,0.035,0.01695,0.0219,0.0158,0.0153,0.0163999999999999,0.0114,0.0089
000000000000000003aa_0,1,0.0424,0.046,0.041,0.0358,0.0422,0.0344,0.029,0.0233,0.0537,0.0286
000000000000000007e6_0,1,0.07055,0.0675,0.0706,0.0713,0.0712,0.0639,0.0773,0.0686,0.086,0.056
000000000000000007a8_0,1,0.06895,0.05845,0.0551,0.0381,0.0392,0.032,0.0388,0.0466,0.0403,0.0237
000000000000000007cd_0,1,0.03485,0.0483,0.04075,0.0487,0.0398,0.03165,0.0336,0.0253,0.0508,0.0357
000000000000000009c1_0,1,0.05505,0.05245,0.0596,0.0667,0.0795,0.04375,0.0546,0.0608999999999999,0.0882,0.0573
000000000000000007a9_0,1,0.0431,0.0379,0.0407,0.03115,0.0296,0.0281,0.0224,0.0191,0.0441,0.023
00000000000000000383_0,1,0.0256999999999999,0.02045,0.03405,0.0207,0.0252,0.0233,0.0265,0.0207,0.0271,0.0186
000000000000000007e7_0,1,0.0478,0.0627,0.0615,0.0637,0.0525,0.0442,0.1039,0.0626,0.0742,0.0975
00000000000000000798_0,1,0.0386,0.0301,0.0362,0.0309,0.0331,0.02845,0.0295,0.02845,0.0358,0.02465
000000000000000007c5_0,1,0.0609,0.0788,0.0512,0.0505,0.0516,0.06955,0.1105,0.0513,0.102,0.1027
000000000000000003bb_0,1,0.04645,0.0516,0.0506,0.0445,0.0393,0.0429,0.0506,0.0579,0.0641,0.0227
00000000000000000780_0,1,0.02665,0.03225,0.0292,0.0265,0.02785,0.02825,0.0344,0.03125,0.0256999999999999,0.0232
000000000000000007ac_0,1,0.0459,0.0259,0.04685,0.0345,0.0452,0.0462,0.05145,0.0417,0.0524,0.0281
000000000000000007d1_0,1,0.07475,0.0773,0.0472,0.0523,0.04385,0.0568,0.0657,0.0647,0.0725,0.0393
000000000000000007fc_0,1,0.05625,0.0687,0.059,0.0763,0.0608,0.05425,0.0638,0.0819,0.0679,0.0478
00000000000000000800_0,1,0.0831,0.0583,0.0611,0.0678,0.0479,0.05955,0.03685,0.0602,0.0725,0.0718
000000000000000007bf_0,1,0.05225,0.0395,0.0462,0.0425,0.04265,0.0352,0.03085,0.0345,0.0406,0.0261
000000000000000003b6_0,1,0.0309,0.0403,0.03905,0.0336,0.0346,0.0332999999999999,0.021,0.0278,0.0479,0.0369
0000000000000000079b_0,1,0.05795,0.0307,0.0415,0.03325,0.0431,0.0817,0.07295,0.03815,0.1378,0.0386
000000000000000007ae_0,1,0.0637,0.0468,0.0549,0.0387,0.03675,0.0399,0.0462,0.04595,0.0616,0.0268
000000000000000007e2_0,1,0.06565,0.07135,0.0597,0.0647,0.0651,0.0633,0.062,0.0576,0.0665,0.0626
000000000000000003ba_0,1,0.042,0.04825,0.0452,0.042,0.03975,0.0361,0.03105,0.0348,0.039,0.0413
000000000000000007ea_0,1,0.06675,0.07335,0.06,0.0592,0.0651,0.0578,0.0632,0.0513999999999999,0.07,0.0346
000000000000000003f2_0,1,0.06555,0.0677,0.0722,0.074,0.081,0.0511,0.0627,0.0462,0.0592,0.0434
000000000000000009e2_0,1,0.0589,0.0575,0.0594,0.0512,0.0502,0.0496,0.068,0.0506,0.052,0.04365
000000000000000007ee_0,1,0.0695,0.0674,0.0555,0.0663,0.0519,0.0667,0.0562,0.0577,0.0641,0.0548
000000000000000009ce_0,1,0.1134,0.0494,0.0564,0.0531,0.08145,0.0395999999999999,0.0959,0.0583,0.05895,0.0449
000000000000000009e7_0,1,0.13345,0.07105,0.0376,0.0544,0.0733,0.0486,0.11725,0.0557,0.08395,0.0739
00000000000000000382_0,1,0.01845,0.0269,0.0376,0.0137,0.0212,0.01685,0.0189,0.01025,0.0144,0.0091
0000000000000000037f_0,1,0.0085,0.01405,0.03615,0.0153,0.0147,0.00685,0.00785,0.0063,0.00275,0.00030000000000000003
000000000000000003d5_0,1,0.0847,0.0793,0.0733,0.0663,0.067,0.06355,0.0682,0.06495,0.1042,0.0911
00000000000000000a31_0,1,0.05945,0.0547,0.0533,0.0475,0.0549,0.04165,0.0483,0.0409,0.0428,0.0418
000000000000000007d0_0,1,0.05525,0.0593,0.0637,0.047,0.0444,0.0392,0.0428,0.0456,0.0538,0.0337
00000000000000000419_0,1,0.0513,0.0733,0.0626,0.0702,0.0622,0.0963,0.0482,0.0807,0.0734,0.0938
000000000000000003e6_0,1,0.0588,0.04275,0.0476,0.06715,0.057,0.04645,0.04625,0.0327,0.04215,0.0464
000000000000000007aa_0,1,0.0402,0.0312,0.03895,0.032,0.0361,0.0299,0.0324,0.0247,0.036,0.0338
000000000000000003ca_0,1,0.0672,0.06775,0.0598,0.0736,0.0667,0.0646,0.0587,0.0555,0.0745,0.0553
000000000000000007b6_0,1,0.0446,0.032,0.04805,0.0397,0.044,0.0357,0.0499,0.0231,0.04125,0.0253
000000000000000003b3_0,1,0.0428,0.037,0.03855,0.0309,0.0385,0.0372,0.04235,0.0332,0.0419,0.0267
0000000000000000038e_0,1,0.0161,0.0249,0.0401,0.02,0.02265,0.0173,0.0177,0.0195,0.0113,0.014
